model_name,model_url,model_task,model_category
kurianbenoy/blurr_cnnmail_textsumarrisation,https://huggingface.co/kurianbenoy/blurr_cnnmail_textsumarrisation,summarization,natural-language-processing
Valentijn/en_tenarchexp3,https://huggingface.co/Valentijn/en_tenarchexp3,text-classification,natural-language-processing
JbIPS/DogRace,https://huggingface.co/JbIPS/DogRace,image-classification,computer-vision
tsantosh7/en_covid19_ner,https://huggingface.co/tsantosh7/en_covid19_ner,token-classification,natural-language-processing
huspacy/hu_vectors_web_lg,https://huggingface.co/huspacy/hu_vectors_web_lg,token-classification,natural-language-processing
espnet/dns_icassp21_enh_train_enh_tcn_tf_raw,https://huggingface.co/espnet/dns_icassp21_enh_train_enh_tcn_tf_raw,audio-to-audio,audio
espnet/YushiUeda_harpervalley_train_asr_hubert_raw_en_word,https://huggingface.co/espnet/YushiUeda_harpervalley_train_asr_hubert_raw_en_word,automatic-speech-recognition,audio
huggan/NeonGAN,https://huggingface.co/huggan/NeonGAN,unconditional-image-generation,computer-vision
Felix92/doctr-tf-crnn-vgg16-bn-french,https://huggingface.co/Felix92/doctr-tf-crnn-vgg16-bn-french,image-to-text,multimodal
Felix92/doctr-torch-crnn-mobilenet-v3-large-french,https://huggingface.co/Felix92/doctr-torch-crnn-mobilenet-v3-large-french,image-to-text,multimodal
tenarch/en_tenarch_archetypes,https://huggingface.co/tenarch/en_tenarch_archetypes,text-classification,natural-language-processing
deathknight67/DialoGPT-medium-joshua,https://huggingface.co/deathknight67/DialoGPT-medium-joshua,conversational,natural-language-processing
espnet/chai_librispeech_asr_train_conformer-rnn_transducer_raw_en_bpe5000_sp,https://huggingface.co/espnet/chai_librispeech_asr_train_conformer-rnn_transducer_raw_en_bpe5000_sp,automatic-speech-recognition,audio
ThomasSimonini/TEST_v2-ppo-SpaceInvadersNoFrameskip-v4,https://huggingface.co/ThomasSimonini/TEST_v2-ppo-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST_v7-ppo-SpaceInvadersNoFrameskip-v4,https://huggingface.co/ThomasSimonini/TEST_v7-ppo-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
ThomasSimonini/TestMD,https://huggingface.co/ThomasSimonini/TestMD,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST_v-ppo-SpaceInvadersNoFrameskip-v4,https://huggingface.co/ThomasSimonini/TEST_v-ppo-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST_v2_UBUNTU-ppo-SpaceInvadersNoFrameskip-v4,https://huggingface.co/ThomasSimonini/TEST_v2_UBUNTU-ppo-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST_v2_COLAB-ppo-SpaceInvadersNoFrameskip-v4,https://huggingface.co/ThomasSimonini/TEST_v2_COLAB-ppo-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST2_v2Colab-ppo-CartPole-v1,https://huggingface.co/ThomasSimonini/TEST2_v2Colab-ppo-CartPole-v1,reinforcement-learning,reinforcement-learning
chaitu619/chai_librispeech_asr_train_transducer_v2_raw_en_bpe5000_sp,https://huggingface.co/chaitu619/chai_librispeech_asr_train_transducer_v2_raw_en_bpe5000_sp,automatic-speech-recognition,audio
dbmdz/flair-hipe-2022-ajmc-all,https://huggingface.co/dbmdz/flair-hipe-2022-ajmc-all,token-classification,natural-language-processing
espnet/french_commonvoice_blstm,https://huggingface.co/espnet/french_commonvoice_blstm,automatic-speech-recognition,audio
espnet/arabic_commonvoice_blstm,https://huggingface.co/espnet/arabic_commonvoice_blstm,automatic-speech-recognition,audio
espnet/turkish_commonvoice_blstm,https://huggingface.co/espnet/turkish_commonvoice_blstm,automatic-speech-recognition,audio
spacy/sv_core_news_sm,https://huggingface.co/spacy/sv_core_news_sm,token-classification,natural-language-processing
spacy/sv_core_news_md,https://huggingface.co/spacy/sv_core_news_md,token-classification,natural-language-processing
spacy/sv_core_news_lg,https://huggingface.co/spacy/sv_core_news_lg,token-classification,natural-language-processing
spacy/ko_core_news_sm,https://huggingface.co/spacy/ko_core_news_sm,token-classification,natural-language-processing
spacy/ko_core_news_md,https://huggingface.co/spacy/ko_core_news_md,token-classification,natural-language-processing
spacy/ko_core_news_lg,https://huggingface.co/spacy/ko_core_news_lg,token-classification,natural-language-processing
spacy/fi_core_news_sm,https://huggingface.co/spacy/fi_core_news_sm,token-classification,natural-language-processing
spacy/fi_core_news_md,https://huggingface.co/spacy/fi_core_news_md,token-classification,natural-language-processing
spacy/fi_core_news_lg,https://huggingface.co/spacy/fi_core_news_lg,token-classification,natural-language-processing
Matthijs/vit-base-patch16-224,https://huggingface.co/Matthijs/vit-base-patch16-224,image-classification,computer-vision
espnet/thai_commonvoice_blstm,https://huggingface.co/espnet/thai_commonvoice_blstm,automatic-speech-recognition,audio
espnet/zh-CN_commonvoice_blstm,https://huggingface.co/espnet/zh-CN_commonvoice_blstm,automatic-speech-recognition,audio
espnet/id_commonvoice_blstm,https://huggingface.co/espnet/id_commonvoice_blstm,automatic-speech-recognition,audio
espnet/greek_commonvoice_blstm,https://huggingface.co/espnet/greek_commonvoice_blstm,automatic-speech-recognition,audio
espnet/pt_commonvoice_blstm,https://huggingface.co/espnet/pt_commonvoice_blstm,automatic-speech-recognition,audio
espnet/tamil_commonvoice_blstm,https://huggingface.co/espnet/tamil_commonvoice_blstm,automatic-speech-recognition,audio
espnet/farsi_commonvoice_blstm,https://huggingface.co/espnet/farsi_commonvoice_blstm,automatic-speech-recognition,audio
espnet/tamil_slu,https://huggingface.co/espnet/tamil_slu,automatic-speech-recognition,audio
atomsspawn/DialoGPT-small-sheldon,https://huggingface.co/atomsspawn/DialoGPT-small-sheldon,conversational,natural-language-processing
ThomasSimonini/FINALTEST_COLAB-ppo-SpaceInvadersNoFrameskip-v4,https://huggingface.co/ThomasSimonini/FINALTEST_COLAB-ppo-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
ThomasSimonini/FINALTEST_UBUNTU-ppo-SpaceInvadersNoFrameskip-v4,https://huggingface.co/ThomasSimonini/FINALTEST_UBUNTU-ppo-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST2_v2VM-ppo-CartPole-v1,https://huggingface.co/ThomasSimonini/TEST2_v2VM-ppo-CartPole-v1,reinforcement-learning,reinforcement-learning
osanseviero/test_metrics,https://huggingface.co/osanseviero/test_metrics,image-classification,computer-vision
espnet/simpleoier_chime6_asr_transformer_wavlm_lr1e-3,https://huggingface.co/espnet/simpleoier_chime6_asr_transformer_wavlm_lr1e-3,automatic-speech-recognition,audio
osanseviero/test_sb3,https://huggingface.co/osanseviero/test_sb3,reinforcement-learning,reinforcement-learning
sb3/ppo-Pendulum-v1,https://huggingface.co/sb3/ppo-Pendulum-v1,reinforcement-learning,reinforcement-learning
osanseviero/TEST2ppo-LunarLander-v3,https://huggingface.co/osanseviero/TEST2ppo-LunarLander-v3,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST3ppo-LunarLander-v2,https://huggingface.co/ThomasSimonini/TEST3ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST2ppo-LunarLander-v2,https://huggingface.co/ThomasSimonini/TEST2ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST5ppo-LunarLander-v2,https://huggingface.co/ThomasSimonini/TEST5ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
SuperSecureHuman/Lunar-Landing-PPO,https://huggingface.co/SuperSecureHuman/Lunar-Landing-PPO,reinforcement-learning,reinforcement-learning
epsil/ppo-LunarLander-v2,https://huggingface.co/epsil/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
LidarRL/TEST2ppo-LunarLander-v2,https://huggingface.co/LidarRL/TEST2ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
vbertret/TEST2ppo-LunarLander-v2,https://huggingface.co/vbertret/TEST2ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
DBusAI/ppo-LunarLander-v2,https://huggingface.co/DBusAI/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Phaneo/ppo-LunarLander-v2,https://huggingface.co/Phaneo/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
NorbertRop/PPO-MlpPolicy-LunarLander-v2,https://huggingface.co/NorbertRop/PPO-MlpPolicy-LunarLander-v2,reinforcement-learning,reinforcement-learning
CWhy/ppo-LunarLander-v2,https://huggingface.co/CWhy/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
DarthVadar/TEST3ppo-LunarLander-v2,https://huggingface.co/DarthVadar/TEST3ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
epsil/dqn-LunarLander-v2,https://huggingface.co/epsil/dqn-LunarLander-v2,reinforcement-learning,reinforcement-learning
seriy21/ppo-LunarLander-v2,https://huggingface.co/seriy21/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Guillaume63/ppo-LunarLander-v2,https://huggingface.co/Guillaume63/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
arkadip/ppo-LunarLander-v2,https://huggingface.co/arkadip/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
jamm/ppo-LunarLander-v2,https://huggingface.co/jamm/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
livac/ppo-LunarLander-v2,https://huggingface.co/livac/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
robertou2/TEST2ppo-LunarLander-v2,https://huggingface.co/robertou2/TEST2ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Erland/ppo-LunarLander-v2,https://huggingface.co/Erland/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
seriy21/ppo-LunarLander-v2_tst2,https://huggingface.co/seriy21/ppo-LunarLander-v2_tst2,reinforcement-learning,reinforcement-learning
rynsy/ppo-LunarLander-v2,https://huggingface.co/rynsy/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
demdecuong/ppo-LunarLander-v2,https://huggingface.co/demdecuong/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Sami/PPO-LunarLander-v2,https://huggingface.co/Sami/PPO-LunarLander-v2,reinforcement-learning,reinforcement-learning
Erland/ppo-LunarLander-v3,https://huggingface.co/Erland/ppo-LunarLander-v3,reinforcement-learning,reinforcement-learning
riteshhf/TEST1ppo-LunarLander-v2,https://huggingface.co/riteshhf/TEST1ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Harri/ppo-LunarLander-v2,https://huggingface.co/Harri/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Jaechang/ppo-LunarLander-v2,https://huggingface.co/Jaechang/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
NessrineT/ppo-LunarLander-v2,https://huggingface.co/NessrineT/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Harri/2nd_try_ppo-LunarLander-v2,https://huggingface.co/Harri/2nd_try_ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST222ppo-LunarLander-v2,https://huggingface.co/ThomasSimonini/TEST222ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
CWhy/given-ppo-LunarLander-v2,https://huggingface.co/CWhy/given-ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
prithvinambiar/LunarLander-v2,https://huggingface.co/prithvinambiar/LunarLander-v2,reinforcement-learning,reinforcement-learning
nondevs/TEST2ppo-LunarLander-v2,https://huggingface.co/nondevs/TEST2ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Sami/PPO-LunarLander-v2-test,https://huggingface.co/Sami/PPO-LunarLander-v2-test,reinforcement-learning,reinforcement-learning
ThomasSimonini/TEST2222ppo-LunarLander-v2,https://huggingface.co/ThomasSimonini/TEST2222ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
AndreyM/rl_course_luner_lander,https://huggingface.co/AndreyM/rl_course_luner_lander,reinforcement-learning,reinforcement-learning
SaiShashank1303/ch-1-ppo-LunarLander-v2,https://huggingface.co/SaiShashank1303/ch-1-ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
elotech/ppo-LunarLander-v2,https://huggingface.co/elotech/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
CWhy/thicc-ppo-LunarLander-v2,https://huggingface.co/CWhy/thicc-ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
garybake/TEST2ppo-LunarLander-v2,https://huggingface.co/garybake/TEST2ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
hynky/TEST2ppo-LunarLander-v2,https://huggingface.co/hynky/TEST2ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
utkusaglm/ppo-LunarLander-v1,https://huggingface.co/utkusaglm/ppo-LunarLander-v1,reinforcement-learning,reinforcement-learning
mmangino/ppo-LunarLander-v2,https://huggingface.co/mmangino/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
elotech/ppo-LunarLander-v0,https://huggingface.co/elotech/ppo-LunarLander-v0,reinforcement-learning,reinforcement-learning
besiktas/unit1,https://huggingface.co/besiktas/unit1,reinforcement-learning,reinforcement-learning
vkost/TEST2ppo-LunarLander-v3,https://huggingface.co/vkost/TEST2ppo-LunarLander-v3,reinforcement-learning,reinforcement-learning
araffin/ppo-LunarLander-v2,https://huggingface.co/araffin/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
berrzy/LunarLander-v2,https://huggingface.co/berrzy/LunarLander-v2,reinforcement-learning,reinforcement-learning
qanastek/XLMRoberta-Alexa-Intents-Classification,https://huggingface.co/qanastek/XLMRoberta-Alexa-Intents-Classification,text-classification,natural-language-processing
Giallar/TEST_UNIT_1_ppo-LunarLander-v2,https://huggingface.co/Giallar/TEST_UNIT_1_ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
akkasayaz/ppo-LunarLander-v2,https://huggingface.co/akkasayaz/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
christy/TEST2ppo-LunarLander-v2,https://huggingface.co/christy/TEST2ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
dalvarez/PPO-LunarLander-v2,https://huggingface.co/dalvarez/PPO-LunarLander-v2,reinforcement-learning,reinforcement-learning
heriosousa/ppo-LunarLander-v2,https://huggingface.co/heriosousa/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Dugerij/PPO-LunarLander-v2,https://huggingface.co/Dugerij/PPO-LunarLander-v2,reinforcement-learning,reinforcement-learning
magitz/ppo-LunarLander-v2-HFcourse,https://huggingface.co/magitz/ppo-LunarLander-v2-HFcourse,reinforcement-learning,reinforcement-learning
cj-mills/ppo-LunarLander-v2,https://huggingface.co/cj-mills/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
vickyjm/ppo-LunarLander-v2,https://huggingface.co/vickyjm/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
GuanOrg/DeepRLCourse2022,https://huggingface.co/GuanOrg/DeepRLCourse2022,reinforcement-learning,reinforcement-learning
mindwrapped/ppo-LunarLander-v2,https://huggingface.co/mindwrapped/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
saeedHedayatian/ppo-LunarLander,https://huggingface.co/saeedHedayatian/ppo-LunarLander,reinforcement-learning,reinforcement-learning
vebie91/ppo-LunarLander-v2_v1.0,https://huggingface.co/vebie91/ppo-LunarLander-v2_v1.0,reinforcement-learning,reinforcement-learning
vickyjm/dqn-LunarLander-v2,https://huggingface.co/vickyjm/dqn-LunarLander-v2,reinforcement-learning,reinforcement-learning
dbarbedillo/ppo-LunarLander-v2,https://huggingface.co/dbarbedillo/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
vtorg/rl-course-unit-1-ppo-lunarlander-v2,https://huggingface.co/vtorg/rl-course-unit-1-ppo-lunarlander-v2,reinforcement-learning,reinforcement-learning
dk-crazydiv/LunarLander-v2,https://huggingface.co/dk-crazydiv/LunarLander-v2,reinforcement-learning,reinforcement-learning
DrvAgwl/ppo-LunarLander-v2,https://huggingface.co/DrvAgwl/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
mcditoos/PPO-LunarLander-v2,https://huggingface.co/mcditoos/PPO-LunarLander-v2,reinforcement-learning,reinforcement-learning
Rai220/lunar-test,https://huggingface.co/Rai220/lunar-test,reinforcement-learning,reinforcement-learning
Jezzarax/TEST2ppo-LunarLander-v2,https://huggingface.co/Jezzarax/TEST2ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
marleyshan21/ppo-LunarLander-v2,https://huggingface.co/marleyshan21/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
