model_name,model_url,model_task,model_category,readme_path
nates-test-org/cspdarknet53,https://huggingface.co/nates-test-org/cspdarknet53,image-classification,computer-vision,./model_cards/_noArch/nates-test-org_cspdarknet53_README.md
ncduy/ppo-LunarLander-v2,https://huggingface.co/ncduy/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ncduy_ppo-LunarLander-v2_README.md
noharm-ai/anony,https://huggingface.co/noharm-ai/anony,token-classification,natural-language-processing,./model_cards/_noArch/noharm-ai_anony_README.md
norie4/DialoGPT-small-memoji,https://huggingface.co/norie4/DialoGPT-small-memoji,conversational,natural-language-processing,./model_cards/_noArch/norie4_DialoGPT-small-memoji_README.md
npc-engine/exported-bart-light-gail-chatbot,https://huggingface.co/npc-engine/exported-bart-light-gail-chatbot,conversational,natural-language-processing,./model_cards/_noArch/npc-engine_exported-bart-light-gail-chatbot_README.md
npc-engine/exported-flowtron-waveglow-librispeech-tts,https://huggingface.co/npc-engine/exported-flowtron-waveglow-librispeech-tts,text-to-speech,audio,./model_cards/_noArch/npc-engine_exported-flowtron-waveglow-librispeech-tts_README.md
npc-engine/exported-paraphrase-MiniLM-L6-v2,https://huggingface.co/npc-engine/exported-paraphrase-MiniLM-L6-v2,sentence-similarity,natural-language-processing,./model_cards/_noArch/npc-engine_exported-paraphrase-MiniLM-L6-v2_README.md
osanseviero/BigGAN-deep-128,https://huggingface.co/osanseviero/BigGAN-deep-128,text-to-image,multimodal,./model_cards/_noArch/osanseviero_BigGAN-deep-128_README.md
osanseviero/audio_test,https://huggingface.co/osanseviero/audio_test,audio-to-audio,audio,./model_cards/_noArch/osanseviero_audio_test_README.md
osanseviero/bidaf-model-2020.03.19,https://huggingface.co/osanseviero/bidaf-model-2020.03.19,question-answering,natural-language-processing,./model_cards/_noArch/osanseviero_bidaf-model-2020.03.19_README.md
osanseviero/da_core_news_sm,https://huggingface.co/osanseviero/da_core_news_sm,token-classification,natural-language-processing,./model_cards/_noArch/osanseviero_da_core_news_sm_README.md
osanseviero/el_core_news_sm,https://huggingface.co/osanseviero/el_core_news_sm,token-classification,natural-language-processing,./model_cards/_noArch/osanseviero_el_core_news_sm_README.md
osanseviero/en_ner_fashion,https://huggingface.co/osanseviero/en_ner_fashion,token-classification,natural-language-processing,./model_cards/_noArch/osanseviero_en_ner_fashion_README.md
osanseviero/example_audio,https://huggingface.co/osanseviero/example_audio,audio-classification,audio,./model_cards/_noArch/osanseviero_example_audio_README.md
osanseviero/fashion_brands_patterns,https://huggingface.co/osanseviero/fashion_brands_patterns,token-classification,natural-language-processing,./model_cards/_noArch/osanseviero_fashion_brands_patterns_README.md
osanseviero/fastai_cat_vs_dog,https://huggingface.co/osanseviero/fastai_cat_vs_dog,image-classification,computer-vision,./model_cards/_noArch/osanseviero_fastai_cat_vs_dog_README.md
osanseviero/fastai_cat_vs_dog_fork2,https://huggingface.co/osanseviero/fastai_cat_vs_dog_fork2,image-classification,computer-vision,./model_cards/_noArch/osanseviero_fastai_cat_vs_dog_fork2_README.md
osanseviero/fastai_cat_vs_dog_fork_3,https://huggingface.co/osanseviero/fastai_cat_vs_dog_fork_3,image-classification,computer-vision,./model_cards/_noArch/osanseviero_fastai_cat_vs_dog_fork_3_README.md
osanseviero/fastspeech,https://huggingface.co/osanseviero/fastspeech,translation,natural-language-processing,./model_cards/_noArch/osanseviero_fastspeech_README.md
osanseviero/fasttext_embedding,https://huggingface.co/osanseviero/fasttext_embedding,feature-extraction,multimodal,./model_cards/_noArch/osanseviero_fasttext_embedding_README.md
osanseviero/fasttext_english,https://huggingface.co/osanseviero/fasttext_english,feature-extraction,multimodal,./model_cards/_noArch/osanseviero_fasttext_english_README.md
osanseviero/fasttext_nearest,https://huggingface.co/osanseviero/fasttext_nearest,text-classification,natural-language-processing,./model_cards/_noArch/osanseviero_fasttext_nearest_README.md
osanseviero/fasttext_test,https://huggingface.co/osanseviero/fasttext_test,feature-extraction,multimodal,./model_cards/_noArch/osanseviero_fasttext_test_README.md
osanseviero/flair-ner-english,https://huggingface.co/osanseviero/flair-ner-english,token-classification,natural-language-processing,./model_cards/_noArch/osanseviero_flair-ner-english_README.md
osanseviero/hubert_asr_using_hub,https://huggingface.co/osanseviero/hubert_asr_using_hub,automatic-speech-recognition,audio,./model_cards/_noArch/osanseviero_hubert_asr_using_hub_README.md
osanseviero/hubert_s3prl,https://huggingface.co/osanseviero/hubert_s3prl,automatic-speech-recognition,audio,./model_cards/_noArch/osanseviero_hubert_s3prl_README.md
osanseviero/hubert_s3prl_req,https://huggingface.co/osanseviero/hubert_s3prl_req,automatic-speech-recognition,audio,./model_cards/_noArch/osanseviero_hubert_s3prl_req_README.md
osanseviero/keras-conv-mnist,https://huggingface.co/osanseviero/keras-conv-mnist,image-classification,computer-vision,./model_cards/_noArch/osanseviero_keras-conv-mnist_README.md
osanseviero/keras-dog-or-cat,https://huggingface.co/osanseviero/keras-dog-or-cat,image-classification,computer-vision,./model_cards/_noArch/osanseviero_keras-dog-or-cat_README.md
osanseviero/ppo-LunarLander-v2,https://huggingface.co/osanseviero/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/osanseviero_ppo-LunarLander-v2_README.md
osanseviero/test123,https://huggingface.co/osanseviero/test123,token-classification,natural-language-processing,./model_cards/_noArch/osanseviero_test123_README.md
osanseviero/test_meta,https://huggingface.co/osanseviero/test_meta,token-classification,natural-language-processing,./model_cards/_noArch/osanseviero_test_meta_README.md
osanseviero/test_zero,https://huggingface.co/osanseviero/test_zero,zero-shot-classification,natural-language-processing,./model_cards/_noArch/osanseviero_test_zero_README.md
osanseviero/wine-quality,https://huggingface.co/osanseviero/wine-quality,tabular-classification,tabular,./model_cards/_noArch/osanseviero_wine-quality_README.md
overgrowth/jokeboy,https://huggingface.co/overgrowth/jokeboy,conversational,natural-language-processing,./model_cards/_noArch/overgrowth_jokeboy_README.md
pere/summary-v1,https://huggingface.co/pere/summary-v1,summarization,natural-language-processing,./model_cards/_noArch/pere_summary-v1_README.md
pere/nb-nn-dev,https://huggingface.co/pere/nb-nn-dev,translation,natural-language-processing,./model_cards/_noArch/pere_nb-nn-dev_README.md
pere/nb-nn-dev2,https://huggingface.co/pere/nb-nn-dev2,translation,natural-language-processing,./model_cards/_noArch/pere_nb-nn-dev2_README.md
pere/nb-nn-translation,https://huggingface.co/pere/nb-nn-translation,translation,natural-language-processing,./model_cards/_noArch/pere_nb-nn-translation_README.md
peter-explosion-ai/en_pipeline,https://huggingface.co/peter-explosion-ai/en_pipeline,text-classification,natural-language-processing,./model_cards/_noArch/peter-explosion-ai_en_pipeline_README.md
popcornell/FasNetTAC-paper,https://huggingface.co/popcornell/FasNetTAC-paper,audio-to-audio,audio,./model_cards/_noArch/popcornell_FasNetTAC-paper_README.md
premrawat/en_model_ner_skills,https://huggingface.co/premrawat/en_model_ner_skills,token-classification,natural-language-processing,./model_cards/_noArch/premrawat_en_model_ner_skills_README.md
premrawat/en_ner_model,https://huggingface.co/premrawat/en_ner_model,token-classification,natural-language-processing,./model_cards/_noArch/premrawat_en_ner_model_README.md
premrawat/en_ner_skills,https://huggingface.co/premrawat/en_ner_skills,token-classification,natural-language-processing,./model_cards/_noArch/premrawat_en_ner_skills_README.md
pyf98/librispeech_100h_conformer,https://huggingface.co/pyf98/librispeech_100h_conformer,automatic-speech-recognition,audio,./model_cards/_noArch/pyf98_librispeech_100h_conformer_README.md
pyf98/librispeech_100h_transformer,https://huggingface.co/pyf98/librispeech_100h_transformer,automatic-speech-recognition,audio,./model_cards/_noArch/pyf98_librispeech_100h_transformer_README.md
pyf98/speechcommands_12commands_conformer,https://huggingface.co/pyf98/speechcommands_12commands_conformer,automatic-speech-recognition,audio,./model_cards/_noArch/pyf98_speechcommands_12commands_conformer_README.md
pyf98/speechcommands_35commands_conformer,https://huggingface.co/pyf98/speechcommands_35commands_conformer,automatic-speech-recognition,audio,./model_cards/_noArch/pyf98_speechcommands_35commands_conformer_README.md
qanastek/pos-french-camembert-flair,https://huggingface.co/qanastek/pos-french-camembert-flair,token-classification,natural-language-processing,./model_cards/_noArch/qanastek_pos-french-camembert-flair_README.md
qanastek/pos-french,https://huggingface.co/qanastek/pos-french,token-classification,natural-language-processing,./model_cards/_noArch/qanastek_pos-french_README.md
radbrt/nb_nocy_trf,https://huggingface.co/radbrt/nb_nocy_trf,token-classification,natural-language-processing,./model_cards/_noArch/radbrt_nb_nocy_trf_README.md
razent/spbert-mlm-zero,https://huggingface.co/razent/spbert-mlm-zero,question-answering,natural-language-processing,./model_cards/_noArch/razent_spbert-mlm-zero_README.md
rovai/chatbotone,https://huggingface.co/rovai/chatbotone,conversational,natural-language-processing,./model_cards/_noArch/rovai_chatbotone_README.md
ruriko/bacqua,https://huggingface.co/ruriko/bacqua,conversational,natural-language-processing,./model_cards/_noArch/ruriko_bacqua_README.md
ruriko/konodio,https://huggingface.co/ruriko/konodio,conversational,natural-language-processing,./model_cards/_noArch/ruriko_konodio_README.md
rwightman/test_model_rnv250,https://huggingface.co/rwightman/test_model_rnv250,image-classification,computer-vision,./model_cards/_noArch/rwightman_test_model_rnv250_README.md
rwightman/test_model_rnv250b,https://huggingface.co/rwightman/test_model_rnv250b,image-classification,computer-vision,./model_cards/_noArch/rwightman_test_model_rnv250b_README.md
sadakmed/distiluse-base-multilingual-cased-v1,https://huggingface.co/sadakmed/distiluse-base-multilingual-cased-v1,sentence-similarity,natural-language-processing,./model_cards/_noArch/sadakmed_distiluse-base-multilingual-cased-v1_README.md
saintseer121323/DialoGPT-small-kotonoha,https://huggingface.co/saintseer121323/DialoGPT-small-kotonoha,conversational,natural-language-processing,./model_cards/_noArch/saintseer121323_DialoGPT-small-kotonoha_README.md
sb3/demo-hf-CartPole-v1,https://huggingface.co/sb3/demo-hf-CartPole-v1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/sb3_demo-hf-CartPole-v1_README.md
sberbank-ai/rudalle-Malevich,https://huggingface.co/sberbank-ai/rudalle-Malevich,text-to-image,multimodal,./model_cards/_noArch/sberbank-ai_rudalle-Malevich_README.md
sentence-transformers/average_word_embeddings_glove.6B.300d,https://huggingface.co/sentence-transformers/average_word_embeddings_glove.6B.300d,sentence-similarity,natural-language-processing,./model_cards/_noArch/sentence-transformers_average_word_embeddings_glove.6B.300d_README.md
sentence-transformers/average_word_embeddings_glove.840B.300d,https://huggingface.co/sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-similarity,natural-language-processing,./model_cards/_noArch/sentence-transformers_average_word_embeddings_glove.840B.300d_README.md
sentence-transformers/average_word_embeddings_komninos,https://huggingface.co/sentence-transformers/average_word_embeddings_komninos,sentence-similarity,natural-language-processing,./model_cards/_noArch/sentence-transformers_average_word_embeddings_komninos_README.md
sentence-transformers/average_word_embeddings_levy_dependency,https://huggingface.co/sentence-transformers/average_word_embeddings_levy_dependency,sentence-similarity,natural-language-processing,./model_cards/_noArch/sentence-transformers_average_word_embeddings_levy_dependency_README.md
sentence-transformers/clip-ViT-B-32,https://huggingface.co/sentence-transformers/clip-ViT-B-32,sentence-similarity,natural-language-processing,./model_cards/_noArch/sentence-transformers_clip-ViT-B-32_README.md
sgich/bert_case_uncased_KenyaHateSpeech,https://huggingface.co/sgich/bert_case_uncased_KenyaHateSpeech,text-classification,natural-language-processing,./model_cards/_noArch/sgich_bert_case_uncased_KenyaHateSpeech_README.md
sgugger/resnet50d,https://huggingface.co/sgugger/resnet50d,image-classification,computer-vision,./model_cards/_noArch/sgugger_resnet50d_README.md
simonschoe/call2vec,https://huggingface.co/simonschoe/call2vec,text-classification,natural-language-processing,./model_cards/_noArch/simonschoe_call2vec_README.md
skynex/DialoGPT-small-batman,https://huggingface.co/skynex/DialoGPT-small-batman,conversational,natural-language-processing,./model_cards/_noArch/skynex_DialoGPT-small-batman_README.md
sleekmike/DialoGPT-small-joshua,https://huggingface.co/sleekmike/DialoGPT-small-joshua,conversational,natural-language-processing,./model_cards/_noArch/sleekmike_DialoGPT-small-joshua_README.md
smangrul/xls-r-mr-model,https://huggingface.co/smangrul/xls-r-mr-model,automatic-speech-recognition,audio,./model_cards/_noArch/smangrul_xls-r-mr-model_README.md
softcatala/opennmt-cat-deu,https://huggingface.co/softcatala/opennmt-cat-deu,translation,natural-language-processing,./model_cards/_noArch/softcatala_opennmt-cat-deu_README.md
softcatala/opennmt-cat-eng,https://huggingface.co/softcatala/opennmt-cat-eng,translation,natural-language-processing,./model_cards/_noArch/softcatala_opennmt-cat-eng_README.md
softcatala/opennmt-deu-cat,https://huggingface.co/softcatala/opennmt-deu-cat,translation,natural-language-processing,./model_cards/_noArch/softcatala_opennmt-deu-cat_README.md
softcatala/opennmt-eng-cat,https://huggingface.co/softcatala/opennmt-eng-cat,translation,natural-language-processing,./model_cards/_noArch/softcatala_opennmt-eng-cat_README.md
sonoisa/sentence-bert-base-ja-mean-tokens,https://huggingface.co/sonoisa/sentence-bert-base-ja-mean-tokens,feature-extraction,multimodal,./model_cards/_noArch/sonoisa_sentence-bert-base-ja-mean-tokens_README.md
sonoisa/t5-base-japanese-mC4-Wikipedia,https://huggingface.co/sonoisa/t5-base-japanese-mC4-Wikipedia,text2text-generation,natural-language-processing,./model_cards/_noArch/sonoisa_t5-base-japanese-mC4-Wikipedia_README.md
spacy/ca_core_news_lg,https://huggingface.co/spacy/ca_core_news_lg,token-classification,natural-language-processing,./model_cards/_noArch/spacy_ca_core_news_lg_README.md
spacy/ca_core_news_md,https://huggingface.co/spacy/ca_core_news_md,token-classification,natural-language-processing,./model_cards/_noArch/spacy_ca_core_news_md_README.md
spacy/ca_core_news_sm,https://huggingface.co/spacy/ca_core_news_sm,token-classification,natural-language-processing,./model_cards/_noArch/spacy_ca_core_news_sm_README.md
spacy/ca_core_news_trf,https://huggingface.co/spacy/ca_core_news_trf,token-classification,natural-language-processing,./model_cards/_noArch/spacy_ca_core_news_trf_README.md
spacy/da_core_news_lg,https://huggingface.co/spacy/da_core_news_lg,token-classification,natural-language-processing,./model_cards/_noArch/spacy_da_core_news_lg_README.md
spacy/da_core_news_md,https://huggingface.co/spacy/da_core_news_md,token-classification,natural-language-processing,./model_cards/_noArch/spacy_da_core_news_md_README.md
spacy/da_core_news_sm,https://huggingface.co/spacy/da_core_news_sm,token-classification,natural-language-processing,./model_cards/_noArch/spacy_da_core_news_sm_README.md
spacy/da_core_news_trf,https://huggingface.co/spacy/da_core_news_trf,token-classification,natural-language-processing,./model_cards/_noArch/spacy_da_core_news_trf_README.md
spacy/de_core_news_lg,https://huggingface.co/spacy/de_core_news_lg,token-classification,natural-language-processing,./model_cards/_noArch/spacy_de_core_news_lg_README.md
